	ActualOutput	Sentence	sentiment
1668	1	 Great speakers overall .	1
1669	1	 - Sub woofer is large .	-1
1670	-1	 I always obsess about researching others reviews before I pull the trigger , especially when it comes to electronics or books .	-1
1671	1	 Apart from being very easy to install , and the excellent music quality , what I really find fascinating is discovering new artists with Internet radio stations or music providers .	1
1672	-1	 I have a very small laptop computer .	1
1673	-1	 I 've been surprised at how many uses I 've found for it , I 've used it with my laptop in the kitchen , and attached to my iphone 4 , I 've used it in the car , put it on the ledge in the kitchen above the sink and watched movies while doing the dishes , and carried it from room to room while I 've listened to Pandora .	-1
1674	-1	 I 'm big on trying anything before I buy it .	-1
1675	-1	 Which brings me to the next point : this is advertised as being for small laptops and netbooks that are 14 '' and under in size , and that is certainly true .	-1
1676	-1	 I purchased this phone set for work , thinking that inexpensive replacement phones would ease the pain of things being spilled on them or dropped .	-1
1677	-1	 Both , at the touch of a button , start playing music from the content of the iDevice .	-1
1678	-1	 I 'm breaking them in with some trance at a moderate volume right now .	-1
1679	-1	 They can be easily damaged if poked .	-1
1680	-1	 The sound quality has been poor since day one , the base constantly drops calls , and now there seems to be some sort of short circuit in the base -- we can no longer use the AC adapter with the base or it turns off completely .	-1
1681	-1	 I am a very pleased customer .	1
1682	-1	 Most of our listening is at modest volumes , but I have turned them up on some demanding tracks and they do n't flinch .	-1
1683	-1	 So -- before ordering , consider what you will use them for .	-1
1684	-1	 All in all , could n't be more happy with the purchase .	-1
1685	1	 Portable .	-1
1686	-1	 I am sure that my appreciation of fine music would never have developed were it not for the audiophile quality sound that these cables were able to extract from my little Fischer-Price phonograph .	-1
1687	1	 Awesome sound system .	-1
1688	-1	 Seriously , I had to turn it down !	-1
1689	-1	 I replaced the speaker with an ebay purchase and hope that will be the only replacement I have to worry about for a while .	-1
1690	1	 I have no problem at all recommending these stands .	-1
1691	-1	 The front sound comes directly from the front of the TV as sound should .	-1
1692	-1	 I use them to protect my legs from the heat output as well as for comfort .	-1
1693	1	 This speaker mount is suitable for small speaker .	1
1694	-1	 They are seamless when looking at them straight on , but at side and 3\/4 views -LRB- pictures that were not available on line -RRB- the rear of the speaker is visible .	-1
1695	1	 You can fill a small room with sound pretty good , but do n't think it rivals a home theater system .	1
1696	-1	 On a scale of 1-10 I would say it is a 2 at best .	-1
1697	-1	 You pay for what you get .	-1
1698	1	 A great system at an incredible price .	1
1699	-1	 I never needed a password .	-1
1700	-1	 I do wish they came with mounting screws for the speakers .	-1
1701	-1	 This would be great in a dorm room or bedroom setting where you may not already have a stereo receiver and want better sound than what your TV is giving you .	-1
1702	-1	 These were the cables from my youth .	-1
1703	-1	 I 'm part of the group that has had no luck with these .	-1
1704	-1	 The only connection the S5 units require is an electrical outlet , rest is wireless unless you need to connect it to a router -LRB- no Bridge -RRB- or you have something to input via jack in back -LRB- ipod -RRB- .	-1
1705	-1	 I could n't beleive what I purchased after I received the item .	-1
1706	-1	 I must say : - IT WORKS WITH IPHONE4 , EVEN WITH THIN CASE ON IT .	-1
1707	-1	 I would think that a quality system like this would have come with at least 18 or 16 guage wire .	-1
1708	-1	 There are a few things that I do n't like about the design .	-1
1709	-1	 I just wish I had n't ruined them by hooking them onto my bicycle spokes with a clothespin .	-1
1710	-1	 Assembly is a little awkward because the drawings are n't that great .	1
1711	-1	 Well , except for the fact that I bus to work\/home , so when it arrived at my work , I was carrying a 25 lb .	-1
1712	1	 Very good value for the money .	1
1713	1	 This is one of the nicest electronic devices that I 've ever owned .	-1
1714	1	 Had a JVC system that was 6 years old and I thought it was good , but the Onkyo sound is amazing !	1
1715	1	 The battery has a great life and the sound quality is very good -LRB- not professional but definitely good enough for the average consumer -RRB- .	1
1716	-1	 A small cosmetic issue , but good to know .	1
1717	1	 It was easy to install all of the components and directions were easy to understand , even for an old guy like me .	1
1718	1	 Sounds awesome .	-1
1719	-1	 The only issue was what model to get ... I heard very little difference in qualtiy between the E60s and E80s .	-1
1720	-1	 The volume is loud enough , but at louder levels there is noticable vibration and some distortion .	-1
1721	-1	 I very rarely review any type of electronic devise , so I 'm sort of in uncharted territory here .	-1
1722	-1	 - Games and video can sound very tinny if you do n't do some adjustments on the software end when you switch from music .	-1
1723	-1	 The first set I received had a loud audible tone coming from the speakers and had to be returned .	-1
1724	-1	 Seems to be durable enough but I 've only had it a few weeks so we 'll see .	-1
1725	1	 Love this speaker .	1
1726	-1	 I 'm a college kid , recreational audiophile and bass fanatic , studying engineering .	-1
1727	1	 A + + + + + + product and very well built for apple users in mind ... ... oh yeah theres a usb port in the back for you droid people .	-1
1728	-1	 : -RRB- P.S. BTW , the robbery never occurred , I got home safe and sound ...	-1
1729	-1	 I broke this in for more than 400 hours , not continuously or course .	-1
1730	-1	 I have my TV 's tuner connected to the optical and my HTPC connected to the coax , and I mostly use the computer to watch recordings .	-1
1731	-1	 When I saw these cables , I could n't have been more excited .	-1
1732	1	 Music sounds great but having surround sound in game is nice and a big difference from headphones .	1
1733	-1	 I just do n't want this .	-1
1734	-1	 My wife who really could care less about thees things was impressed I do n't think I will ever go to the movie theater again .	-1
1735	-1	 No complaints there .	-1
1736	-1	 Logitech have a way of seeing what is needed in any given area and bringing it to fruition .	-1
1737	-1	 Ulrich Schnauss , Bonobo , DJ Shadow , Busta , Snoop , E40 , Louis Armstrong , Michael Jackson , Bach , Korn , Metallica , Hoobastank , 311 .	-1
1738	1	 These speakers are great .	1
1739	-1	 I almost always use one with both my netbook and my laptop .	-1
1740	-1	 The big difference in the two units , beyond their appearance , is in sound quality .	1
1741	-1	 I have not had any of the bad issues that I saw in other reviews , and we are very pleased with the purchase .	-1
1742	-1	 All of my music outputs in 2\/2 .1 at best except for some FLAC files , but it puts out the sound for Skyrim , movies with the proper audio data , and other similar media with a lot of quality .	-1
1743	-1	 I decided to give them a chance and I 've gotten a little more used to them .	-1
1744	1	 it sounds great out on the patio or on my night stand .	1
1745	-1	 Bought the Klipsch 2.1 and found them clearly superior to these .	-1
1746	-1	 They start to go when you hear the light crackling ... then it moves into the bass distortion mode ... now they just hum loudly with intermitent loud crackling .	-1
1747	1	 Once I turn up the volume a touch , they sound really good .	1
1748	-1	 I ordered Harmon Kardon Soundstick II and I returned them .	-1
1749	1	 It also has a 10 year warranty , which is just icing on the cake .	-1
1750	-1	 The only issue i have against the speakers is its a little on the low tone side , but still is very good , and you can set your equalizer to make up for it .	-1
1751	1	 Excellent heavy build quality , and the stands are not imposing and blend fairly well into the rest of my furniture .	1
1752	1	 Other than that the sound is so crisp and clear and I would still purchase this all over again .	-1
1753	1	 Great Sound .	1
1754	1	 The iHome , however , has markedly better stereo separation as well as bass level .	-1
1755	1	 Billy Joel was n't kidding when he said you get more mileage from a cheep pair of speakers .	-1
1756	1	 I 'm not easily impressed by electronics , tending to be a little conservative , but this product really deserves five stars .	-1
1757	-1	 Both units have an alarm clock capability , with the iPod\/iPhone utilized for the musical accompaniment .	-1
1758	-1	 I 'm A + if anyone is interested .	-1
1759	1	 I absolutely LOVE these speakers .	1
1760	-1	 Its not a big deal for me .	-1
1761	-1	 My only wish would be that these would 've been made in the USA rather than China , but at least the company is still mostly based here .	-1
1762	-1	 You understand ?	-1
1763	-1	 It is also a bit bigger than expected but that 's OK because all I need is something to work with my iphone .	-1
1764	1	 This product is good enough to integrate my clarion cx501 to my Toyota camry 2001 mode .	1
1765	-1	 Enjoy enjoy enjoy the best !	-1
1766	1	 I highly recommend this device !	1
1767	1	 This is the best speaker mount I had so far .	1
1768	-1	 just push it into the slot - It charges the iPhone4 .	-1
1769	-1	 They used a glossy finish on the front .	-1
1770	-1	 Great gift for any one !	1
1771	1	 However , once you crank the volume a little to a level a bit too distracting for the work I like to get done with some background music , viola , the audio is great -LRB- well , this is relative - great for a computer speaker -RRB- .	1
1772	-1	 However , the Bose station did not fill the 3 room basement as we wanted so I started searching new speakers .	-1
1773	-1	 Highly recommended .	-1
1774	-1	 If you are hosting a party and want music to play throughout your house , this would be a great option as well .	-1
1775	-1	 They rate better as well , 4.5 stars compared to 4 stars , with NO 1 star reviews .	-1
1776	1	 - Tuner quality is good .	1
1777	-1	 This product is a must have , believe I did my research .	-1
1778	-1	 But I wanted something that I can play without having to plug into a power outlet and would work on rechargable batteries .	-1
1779	-1	 They use a design that has a passive radiator that takes up most of the back of each speaker .	-1
1780	-1	 There are limitations to what you can do with frequency adjustments because of the built-in speaker crossovers .	-1
1781	1	 If you 're looking for a quality tower speaker ... this is it .	-1
1782	-1	 The sound quality is very poor .	1
1783	-1	 So think hard and shop around before you jump on the Bose name , or better yet , if you can , try them out first .	-1
1784	-1	 I do wish I could enjoy lots of bass without the sound losing quality , but the sheer volume of this thing makes up for that !	-1
1785	-1	 It is what you would expect for a ~ $ 30 dock .	-1
1786	1	 The speakers have a very rich sound and good bass also , obviously not thumping bass for which you would need a huge subwoofer !!	-1
1787	-1	 Buy Them ...	-1
1788	-1	 If your computer is anything like mine , you will need to get a different cord , in a `` Y '' shape , where the `` top '' of the `` Y '' are 2 RCA male connectors -LRB- these plug into the speakers -RRB- , and the `` bottom '' of the `` Y '' is a single male headphone jack connector -LRB- this plugs into your computer -RRB- .	-1
1789	-1	 What I do n't like is that at lower volume music listening , tonal qualities are very poor .	-1
1790	1	 For the price there 's nothing better .	-1
1791	1	 The build quality is top notch .	1
1792	1	 Lastly , I feel that the speakers were over priced for what I got -LRB- unless there is some inherent benefit in the Bose label that I do n't know of -RRB- .	-1
1793	1	 The bass is solid and can be quite impressive if turned up .	-1
1794	1	 Works great !	1
1795	-1	 While the netbook is small enough to leave room for an external mouse , there really is n't enough room for it with my laptop , which is 14 '' .	-1
1796	1	 In addition the price point is spectacular .	-1
1797	-1	 It effortlessly filled by medium-sized room with sound .	-1
1798	-1	 Warning : These speakers are marketed as speakers for your TV , PlayStation , or DVD player -- not your computer .	-1
1799	1	 The speakers perform very well , and with the bass boost , the sound fills outs exceedingly well .	1
1800	-1	 Enclosed were the instructions , a wall mounting bracket , and a bracket for placing the speaker on a shelf .	-1
1801	-1	 I own two of these and I have configured these as my front left & right speakers .	-1
1802	1	 Pros : - Great sound for a $ 100 speaker at mid to higher levels .	1
1803	-1	 But it is better .	-1
1804	-1	 I got mine quick , everything works fine , botta boom botta bing .	1
1805	1	 Still for the price you ca n't find better for the cost .	1
1806	-1	 I was doubtful that this device would be able to do anything helpful for my laptop , but it virtually turned my laptop into a stereo system !	-1
1807	-1	 Both then sync with the device so as to display the time .	-1
1808	-1	 My only complaint , is that the cord is not long enough .	-1
1809	-1	 They are a bit top heavy , as any tower will be .	-1
1810	-1	 Before this I had the jbl on stage , which were also incredibly good .	-1
1811	-1	 Within seconds the confirmation email arrived .	-1
1812	1	 Very compact and portable just as described with great sound quality .	1
1813	1	 Vocals have greater clarity with the iHome as well .	-1
1814	-1	 It only bother 's me when i want the laptop in my lap so i need the screen down a little but this device pulls it way back down .	-1
1815	-1	 I can listen to my albums again , is crazy , good luck !	-1
1816	-1	 But , adjusting the picture settings is a one time thing for most people .	-1
1817	1	 If I were to rate these speakers on my listening needs , I would give a 2.5 stars , but I 'm giving 4 because I think they do the job that most people want them for .	-1
1818	1	 The sound is clear and clean but if your not on top of it you ca n't hear a thing .	-1
1819	-1	 When I first listened to the XtremeMac , I thought there was only a single speaker .	-1
1820	-1	 Save you 're money and keep shopping .	-1
1821	-1	 And now I do n't think I can go back to the old school stereo again .	-1
1822	1	The included software removes any red eye easily.	-1
1823	1	All the good reviews for the SD500 are true.	-1
1824	-1	Also as someone who at least knows a little bit about the technical work of taking a photo i really miss having manual controls.	-1
1825	1	turn the camera on while pressing the button (or is it the menu button? i have to check again =)) and it'l show you the time and date.	-1
1826	-1	I also own a Canon Digital Rebel and I agree that the advanced controls on the SD500 are not as robust, but overall picture quality goes head-to-head with the Digital Rebel.	-1
1827	-1	All were generally favorable but i still had my doubts just because their review is based largely on the kind of photography that they do.	-1
1828	-1	I would imagine this is a problem with any camera of a compact nature.	-1
1829	1	As it turns out, this is an awesome camera!	1
1830	-1	I thought this camera was awful and I did tons of research on CNET and other sites.	-1
1831	1	As any digital camera owner knows is that when you go to take a picture of a moving object to expect some blurring but with some preliminary testing we had somone move there hands back and forth under the lense and another person take the picture and suprisingly a crystal clear image apeared on the decently sized screen.	-1
1832	-1	"I use ""get ready"" and ""here it comes""."	-1
1833	1	 am so glad I bought this camera.	-1
1834	-1	You will not be dissapointed!	-1
1835	-1	Also make sure you pick up a good high speed SD card like the SanDisk Ultra 2.	-1
1836	-1	Some more manual control would have been nice.	-1
1837	1	This camera is bulletproof.	1
1838	-1	Camera powers on and ready in about a second.	-1
1839	1	there was no compromise this little camera does amazing things.	-1
1840	1	Audio is mono and fairly acceptable, quiet also with little distortions.	-1
1841	-1	Although the SD500 takes great quality photos, the sensitivity of the LCD compromises the quality overall.	1
1842	-1	If you use the LCD wisely and dont use it as a TV screen to show all your buddys the girl you went on a date with last night, you should be able to get plenty of shots in on a charge, I have only seen the warning light once, and that was after a week of daily occasional to medium duty use.	-1
1843	-1	If you like to take a look at some pictures shot with this camera by a mediocre photographer please feel fee to check out my picture page at http://community.webshots.com/user/mbs60099	-1
1844	1	And it fits right in my pocket much easier than my old S30.	1
1845	1	I don't know why CNET says there is a problem with focus, I have all my pictures sharp and high quality.	1
1846	-1	If you want something resembling a REAL and professional review before plunking down your $500.00, I suggest going to dpreview or dcresource and reading the reviews there.	-1
1847	-1	Only downside is when taking pictures in low-light conditions without the flash.	-1
1848	1	I also tend to like the sliding cover/on switch found on many compact PS cameras since it's much faster and easier to power on if you need to take that instant shot.	-1
1849	-1	More detail. More natural color.	-1
1850	-1	A few of my indoor shots could have benefited from a stronger flash, but even those shots were not all that bad.	-1
1851	1	I bought this camera two days ago, and I'm very pleased to say that it has been worth the money.	1
1852	1	I've printed several photos and the prints look as good as the screen views.	1
1853	1	I've taken about hundred shot with the Canon, in varying lighting situations, all in auto mode, and not one blurry picture!!!	-1
1854	1	This camera is truely superb.	1
1855	-1	I expected more from a 7MP sensor and a Digic II processor.	-1
1856	-1	I would not deny that some cameras are not treated with care.	-1
1857	-1	After 57 pictures total the LCD went black except for the icons showing the settings.	-1
1858	-1	The first time, I paid $165 (excluding shipping) to have it fixed by Canon Service Center.	-1
1859	1	another thing i like about this camera is the way that you can swap colors around and the impressive video quality i would advise any person in the market for a camera to pay the little extra on the hefty $500 price tag and get a quality camera.	-1
1860	-1	But believe me, it's well worth it.	-1
1861	-1	Sometimes indoor with poor light you can notice small noise.	1
1862	1	"Very good ""every day"" camera. Fits nicely in the pocket of my jeans and takes quality photos."	1
1863	1	The flash is surprisingly good and even the video quality is excellent.	1
1864	1	Very fast powerup and great speed when taking multiple pictures.	1
1865	1	The instruction manuals and documentation are excellent so that the learning curve will be much less steep.	1
1866	1	Neat feature for self-timer allows you to record two different warnings.	-1
1867	-1	Also ensure that the low light focusing LED is pointing at the point you want in focus - and use the focus lock (something the cnet reviewer was obviously not familiar with).	-1
1868	1	I upgraded from a very small 3.2 mpxl camera to this camera with great results.	1
1869	1	The camera responce is VERY quick.	1
1870	1	great picture quality - in automatic mode, quality is great.	1
1871	-1	I have called Cannon they are sending me an RFA-- I will let you know if they treat me well or otherwise.	-1
1872	-1	It was NOT dropped or sat on or subjected to any other trauma -- it just sat on my desk in my home office  where no one goes but me.	-1
1873	1	it's fast, feels great in your hand and looks great too.	1
1874	1	I still can't believe how fast it starts up.	1
1875	1	The SD500 software install was seamless and the product documentation is very detailed.	1
1876	1	Good image quality.	-1
1877	-1	Stored in a padded case.	-1
1878	1	Good color and very little needed to correct photos on Paintshop Pro.	1
1879	-1	"Great for 1st time digital camera owners who are learning the ""digital"" way of the photo taking force (like me) or for the experienced digital photographer who wants a powerful, easy to keep with you at all times camera."	1
1880	-1	I have had the SD500 for less than one week.	-1
1881	-1	The controls are hard to manipulate, especially in the dark.	-1
1882	1	if you are looking for a small camera to throw in your pocket, take great pics and video, get the SD500.	1
1883	1	it's such a great camera! i think it really was worth the investment =)	1
1884	-1	My SD500 was kept in a case all the time if not being used.	-1
1885	-1	I don't miss the high speed program, nor the manual overide, since I had read numerous reviews and specs. before I ordered.	-1
1886	-1	And shooters in low light should either select the iso manually and/or make sure that they don't shake much, as the camera's chip goes for detail over smoothness.	-1
1887	-1	I have showed the pictures I have taken to many of my colleagues, alot of whom have expensive dslrs.	-1
1888	-1	The SD500 has only been in my possession for a little over 3 months, and the LCD has been broken twice.	-1
1889	1	Bottom line, this camera will give you a lot of bang for the buck!	-1
1890	-1	Who knows maybe the service center did a sloppy job in fixing the camera the first time, that it is easily broken.	-1
1891	-1	I can accept a little purple fringing on the ocassional difficult shot.	-1
1892	-1	But that camera is a little larger and you defeat the whole purpose of having a truly portable camera.	-1
1893	-1	Why did I wait so long?  detail[-1],color rendition[-1][cc]	-1
1894	1	This camera is great if you're used to a high-end SLR.	1
1895	1	A great camera, but here are some points which I don't notice in most of the reviews here, which may be of concern especially to the more advanced amatuer:	-1
1896	-1	I researched digital cameras for a month before purchasing the s100...	-1
1897	-1	The front even has a zipper for an extra battery and your wallet stuff.	-1
1898	1	It's still one of the smallest 2MP digital cameras on the market, and absolutely one of the best-built most stylish cameras ever.	-1
1899	1	There is also a small covering for the lens, so you need not worry that the lens will get scratched.	-1
1900	1	This IS the best camera you can have for digital images if you want to:	-1
1901	-1	When the screen stops working, you're out of luck !	-1
1902	-1	Another problem I had with this camera was the zoom function.	-1
1903	1	The white-LED backlit LCD is very bright and crisp, even in sunlight, and relatively easy on the battery.	1
1904	1	It's so small and light, even with a spare battery, you really can take it anywhere.	1
1905	-1	I had been waiting for the prices of digital cameras to come down before  taking the plunge.	-1
1906	-1	Scratches, oil, freckles are magnified and come out looking horrific.	-1
1907	1	I also had no  problems installing or running the camera software on my PC.	-1
1908	1	5- Excelent software package.	-1
1909	1	I give this product five stars for its usability,performance, expandability, and definitely looks!	-1
1910	-1	9- Cons? Not a single one after 5 months.	-1
1911	1	The camera is as easy to use as a point and  shoot, and with instant review on the LCD screen, you can retake any  flubbed shots on the spot.	1
1912	1	I was looking for a compact, rugged (I carry it hiking, skiing, boating, etc) camera which is easy to use.	1
1913	1	I've been incredibly happy with this camera.	1
1914	-1	The Canon S100 destroys this problem.	-1
1915	-1	I was looking for a blend of the two and so I bought this camera.	-1
1916	1	It fits in your pocket.	1
1917	-1	Fool proof.	-1
1918	1	This is a great product, and Canon has done an excellent job.	1
1919	-1	I have had this little gem for four months now.	-1
1920	-1	Good quality and fun!	1
1921	-1	I said, can your fancy camera do that?	-1
1922	1	OK, not quite everything...but this camera is so compact that you will have it by your side when you need it.	-1
1923	-1	The included battery charger is larger!	-1
1924	-1	The dynamic range seems not quite as good as the Kodak DC260.	-1
1925	-1	I've found I can get  from nine to twelve compressed 1600 X 1200 photos on one 8MB card, or 28  images uploaded from my PC.	-1
1926	-1	Here are some useful facts:-	-1
1927	-1	I'd suggest that you not only buy this camera, but the case for it and an extra battery pack.	-1
1928	-1	While he was talking, I took my S100 out of the front pocket of my Levi's and took his picture.	-1
1929	-1	I wrote another review and this is the update.	-1
1930	-1	It requires extensive Photoshopping to fix the flaws.	-1
1931	-1	The auto-focus on the camera seems to have trouble focusing on the subject.	-1
1932	1	I just went on a quick photo shoot in NYC's  Central Park today, and what a bunch of beautiful photos I took, if I do  say so myself (and I do!)	-1
1933	1	Slow-syncro flash, macro/infinity mode, etc.	-1
1934	1	The camera does a great job with exposure and prints made with my professional printer looks great (not as good as prints from my pro digital camera, but still VERY good).	1
1935	-1	You need to use the manual exposure adjustment in backlight or bright light conditions such as with snow in the background.	-1
1936	1	It really is the perfect travel  camera, plus it offers the convenience of digital photography.	1
1937	1	I was looking for something that wasn't too complicated to use and to help the pics I post on Ebay show more detial.	-1
1938	-1	Other than that pictures taken in the dark are not as nice as I'd like them,	-1
1939	-1	Before you give up on digital cameras, though, ask yourself a few questions:	-1
1940	-1	All that said, I am a little disappointed with the quality of the pictures from the camera.	1
1941	1	After getting one for Christmas from Amazon, I'm now a believer:  The Digital Elph is truly the world's smallest digital camera that shoots great pictures.	1
1942	1	The zoom range is a little narrow (35-70mm in 35mm film equivalent), but given that the camera is the same as my wallet, I can't think of any real complaint.	-1
1943	-1	4) The camera gets really hot when you are busy snapping away.	-1
1944	1	The optical and digital zooms combine to give an effective 4x zoom.	-1
1945	1	Hate to wait between shots	-1
1946	-1	You can take it anywhere withyou, unlike other bulky cameras, and capture every moment of yourlife.	-1
1947	1	There are better cameras but none anywhere near as light and compact.	-1
1948	-1	I'm still  learning about file sizes (and how large is too large to email), and I did  erase one photo I wanted to keep as I was getting used to the menu system.	-1
1949	-1	If I won't cary it around, I won't use it, and if I won't use it, what's the point?	-1
1950	-1	BUT they are big cameras,  they have to reside in a large case,  they need all kinds of batteries,  in short they're a pain to lug around.	-1
1951	1	This camera is so easy to use!	1
1952	-1	I also recently bought Viking's IntelliFlash Memory Reader.	-1
1953	1	But it takes gorgeous pictures for a 2.1 MP camera.	-1
1954	1	It has given me zero problems, and the more I use it, the better I become at taking advantage of its strengths.	-1
1955	-1	Very wrong.	-1
1956	-1	Definitely a good investment.	-1
1957	1	7- 360 panoramic pictures are a very big deal.	1
1958	-1	I have found however that you can just buy a card reader to solve this problem.	-1
1959	-1	got this as it flew off the shelves.	-1
1960	1	I got this camera for an unbelievably low price at amazon.	1
1961	-1	I have found it gets less warm with the LCD off.	-1
1962	-1	When taking pictures of people, however, it shows EVERY flaw in the subject's skin.	-1
1963	-1	I then realized a major design flaw.	-1
1964	1	I received this little jewel as a gift and I can honestly say Iabsolutely love it.	1
1965	-1	Recently I was at dinner with some friends, and we were debating the merits of one digital camera vs. another.	-1
1966	-1	Well wait no more!	-1
1967	1	The SS body is wonderful, feels high-quality.	1
1968	-1	In practice, we've been VERY happy with the results.	-1
1969	-1	It's a little jewel.	-1
1970	1	Other than that, I love this camera.	1
1971	1	The controls are easy to understand and big enough that they are easy to see and use.	1
1972	1	Have a great and easy to use bundled software	1
1973	-1	If battery life were that big a deal, one could purchase a second battery and rotate.	-1
1974	-1	"I've been very reluctant to join the digital camera communitysince I've been an avid ""legacy"" photographer for most of mylife."	-1
1975	-1	Canon says it's normal.	-1
1976	-1	With the camera I also bought a 128MB compact flash card, an extra battery, and a carrying case.	-1
1977	-1	However, I do have a few things to complain about...	-1
1978	-1	This is a great source of personal entertainment for  travelers, if you catch my drift, and you can zoom in on the LCD images!	-1
1979	1	The PhotoStitch software is very cool if you want to do any 360 degree panorama shots.	-1
1980	1	The panorama setting is unbelieveable !	-1
1981	1	You have the option to have the flash automatic or off.	-1
1982	-1	The LCD should be used.	-1
1983	1	This is a MUST HAVE product for all new moms!	-1
1984	-1	If you have only one child the Champ may last you until the child is out of diapers.	-1
1985	-1	We have been using the Diaper Genie for the past 17 months and are very happy with it.	1
1986	-1	My second child I didn't get any.	-1
1987	1	There is no comparison, the chanp is easy and smell free, the genie was difficult to use one handed (which is absolutly vital if you have a little one on a changing pad) and there was a deffinite odor eminating from the genie plus we found that the quick tie garbage bags where the ties are integrated into the bag work really well because there isn't any added bulk around the sealing edge of the champ.	-1
1988	-1	She never wore even one- the hospital started me on Huggies, and I never turned back (as a side note- if you do have the patience for cloth diapers, pay the extra $ and go for Kushies; they're beautifully made and work very well from what I've heard).	-1
1989	1	Being a very economical person, I appreciate the fact that any plastic bag can be used with this system- I never did like the prospect of buying special Diaper Genie refills.	-1
1990	-1	When my wife and I got the Diaper Champ, we thought that it would work perfectly.	-1
1991	-1	Every time!	-1
1992	-1	It takes all of 2 minutes, if that.  4.	-1
1993	-1	I wash ours out with lysol each time I empty it, and that helps, but when its hot out- well, just be prepared.	-1
1994	-1	Then it started to smell whether there were diapers in it or not.	-1
1995	-1	Highly recommended!!!	-1
1996	-1	I used it in conjunction with Glad 3ply kitchen trash bags with odor control (scented).	-1
1997	-1	I would not recommend buying that one.	-1
1998	-1	I don't know how this product would hold up to either of these situations.	-1
1999	-1	Also, diapers tend to stay in the middle, causing the pail to get backed up.	-1
2000	-1	However, for the previous 13 months-this is what I encountered - PROS -	-1
2001	-1	It takes regular trash bags.	-1
2002	1	In fact, I liked it so much after using it with my son who is now 2 years old, that I bought one for our new baby's room.	-1
2003	1	The Champ did not start letting a little odor through until well over a year.	-1
2004	-1	We started with the Diaper Genie as most new parents do.	-1
2005	1	(every now and then I spray down the inside of the pail with Lysol) *easy one-hand use *impossible for my inquisitive child to get the dirty diapers OUT of the pail Every now and then odors do escape the pail, but that is rare--and it usually just means that we've crammed too much in there and need to change the bag.	-1
2006	-1	Any diaper pail, if you leave it for long enough, is going to smell.	-1
2007	-1	I just know it really worked for us.	-1
2008	1	Not only is it much more cost effective (you can use regular trash bags rather than Refills at $5 a pop), it is easier to use and clean, and has a larger capacity.	-1
2009	-1	As a first-time mom, I got the great idea that cloth would be better, and this was the only diaper disposal that advertised compatibility with cloth diapers.	-1
2010	-1	This will never be a problem with the Champ.	-1
2011	1	Plus, the fact that it used regular trash bags is great.	1
2012	-1	The way you have to shove your fingers under it and pull is just too tight.	-1
2013	-1	So far so good.	-1
2014	1	and we definitely prefer our Champ!	-1
2015	1	The bags attach inside the Champ easily and all one has to do is cram the diaper down and flip the handle.	-1
2016	1	No need for deodorizers.	-1
2017	-1	I just wished that it didn't fill up so fast!	1
2018	1	I bought this diaper pail when my son was just a few days old and I absolutely LOVE it!	1
2019	1	1.  The Diaper Champ doesn't require special refills that are expensive and hard to find!	-1
2020	-1	"He thinks it is magic when the diaper ""disappears""."	-1
2021	1	This holds alot and does not take up alot of space.	-1
2022	-1	Everytime I tried to unload it the sausage links(as I call them) would unravel and I think the odor control was only so so.	-1
2023	-1	Large diapers have to be wrapped tightly.	-1
2024	1	Let the Champ win you over!	-1
2025	-1	dirty diapes and soaked diapers.	-1
2026	-1	It lives up to its name.	-1
2027	-1	I second that you just need to fold up the diaper (with wipes inside) neatly, but that is not a big deal.	-1
2028	-1	My daughter is only 4 months old and we do notice an odor.	-1
2029	-1	With them, you have to put your baby on the floor or someplace else safe just to put the diaper in the pail.	-1
2030	-1	I had never liked the idea of the Diaper Genie because of the refills.	-1
2031	1	It definitely keeps the smell out.	-1
2032	1	There are no specail bags to deal with or buy!	-1
2033	1	It is much easier to fill and unload than the Diaper Genie, plus, why buy refills when you can use trash bags from the Dollar Store?	1
2034	-1	You will be sorry after a few months.	-1
2035	-1	(I never know when the Champ is full as there is no way too tell.  Even though not particularly aesthetic, how about making the Champ clear and see-through?) So, I lift the lid and find a wad of diaper, which I must remove, usually stuck inside the lid itself because the bag is too full.	-1
2036	-1	So then I used straight bleach.	-1
2037	-1	FANTASTIC!	-1
2038	1	So I can't tell you if Diaper Champ will be as good at containing the formula generated poop smell, but it's excellent at containing the smell of poop of my breastfed baby!	1
2039	-1	For diaper disposal, you had to push a button and the lid would or would not pop open.	-1
2040	1	I love that you don't have to purchase expensive refills.	-1
2041	1	This is one of the best purchases we made.	1
2042	1	I don't know if we'll run into trouble down the road with odors, but so far I have no complaints and I'm very happy not to have to buy those refills.	-1
2043	-1	It's much better than putting diapers in a downstairs trashcan.	-1
2044	-1	We hated that thing!	-1
2045	-1	I still like it a lot and am not changing it for another, but it is sort of stinky.	-1
2046	1	It's also easy to empty out.	1
2047	-1	Presto!	-1
2048	1	"The diaper champ turns the smelly diaper into ""what diaper smell"" in less time than that."	-1
2049	-1	Bottom line if you buy this for your newborn, it is fine.	-1
2050	1	I am soooo pleased with this product!!!	1
2051	-1	Diaper falls into bag inside the Champ.	-1
2052	-1	For those who complain that the pail gets stuck, that is probably a good indication that the BAG IS GETTING TOO FULL!!	1
2053	-1	Even with newborn diapers it filled way too fast.	-1
2054	-1	Spraying down the inside of the container (and letting it air out) periodically definitely helps.	-1
